Target  Old_locustag/genename   Strain_short    Strain_full
SL0468	SeSA_A0535	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL0468	STM14_0559	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL0468	STM474_0495	SALT4	Salmonella typhimurium (strain 4/74)
SL0468	STM_MW05451	SALTD	Salmonella typhimurium (strain D23580)
SL0468	STY0519	SALTI	Salmonella typhi
SL0468	SL1344_0468	SALTS	Salmonella typhimurium (strain SL1344)
SL0468	acrB	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL0469	SeAg_B0517	SALA4	Salmonella agona (strain SL483)
SL0469	SARI_02458	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL0469	SBG_0420	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL0469	SC0518	SALCH	Salmonella choleraesuis (strain SC-B67)
SL0469	SeD_A0520	SALDC	Salmonella dublin (strain CT_02021853)
SL0469	SEN0457	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL0469	SG0486	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL0469	SeHA_C0579	SALHS	Salmonella heidelberg (strain SL476)
SL0469	SNSL254_A0526	SALNS	Salmonella newport (strain SL254)
SL0469	SPA2246	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL0469	SPAB_03098	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL0469	SPC_0490	SALPC	Salmonella paratyphi C (strain RKS4594)
SL0469	SSPA2089	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL0469	SeSA_A0536	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL0469	STM14_0560	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL0469	STM474_0496	SALT4	Salmonella typhimurium (strain 4/74)
SL0469	STM_MW05461	SALTD	Salmonella typhimurium (strain D23580)
SL0469	STY0520	SALTI	Salmonella typhi
SL0469	SL1344_0469	SALTS	Salmonella typhimurium (strain SL1344)
SL0469	acrA	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL0470	SeAg_B0518	SALA4	Salmonella agona (strain SL483)
SL0470	SARI_02457	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL0470	SBG_0421	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL0470	SeD_A0521	SALDC	Salmonella dublin (strain CT_02021853)
SL0470	SEN0458	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL0470	SG0487	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL0470	SeHA_C0580	SALHS	Salmonella heidelberg (strain SL476)
SL0470	SNSL254_A0527	SALNS	Salmonella newport (strain SL254)
SL0470	SPA2245	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL0470	SPAB_03097	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL0470	SPC_0491	SALPC	Salmonella paratyphi C (strain RKS4594)
SL0470	SSPA2088	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL0470	SeSA_A0537	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL0470	STM14_0561	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL0470	STM474_0497	SALT4	Salmonella typhimurium (strain 4/74)
SL0470	STM_MW05471	SALTD	Salmonella typhimurium (strain D23580)
SL0470	STY0521	SALTI	Salmonella typhi
SL0470	SL1344_0470	SALTS	Salmonella typhimurium (strain SL1344)
SL0470	acrR	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL1448	SeAg_B1652	SALA4	Salmonella agona (strain SL483)
SL1448	SBG_1344	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL1448	SC1536	SALCH	Salmonella choleraesuis (strain SC-B67)
SL1448	SeD_A1817	SALDC	Salmonella dublin (strain CT_02021853)
SL1448	SEN1533	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL1448	SG1601	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL1448	SeHA_C1690	SALHS	Salmonella heidelberg (strain SL476)
SL1448	SNSL254_A1631	SALNS	Salmonella newport (strain SL254)
SL1448	SPAB_01786	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL1448	SPC_2210	SALPC	Salmonella paratyphi C (strain RKS4594)
SL1448	SeSA_A1623	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL1448	STM14_1836	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL1448	STM474_1529	SALT4	Salmonella typhimurium (strain 4/74)
SL1448	STM_MW15181	SALTD	Salmonella typhimurium (strain D23580)
SL1448	STY1542	SALTI	Salmonella typhi
SL1448	SL1344_1448	SALTS	Salmonella typhimurium (strain SL1344)
SL1448	marB	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL1449	SeAg_B1651	SALA4	Salmonella agona (strain SL483)
SL1449	SARI_01456	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL1449	SBG_1345	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL1449	SC1537	SALCH	Salmonella choleraesuis (strain SC-B67)
SL1449	SeD_A1816	SALDC	Salmonella dublin (strain CT_02021853)
SL1449	SEN1532	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL1449	SG1600	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL1449	SeHA_C1691	SALHS	Salmonella heidelberg (strain SL476)
SL1449	SNSL254_A1632	SALNS	Salmonella newport (strain SL254)
SL1449	SPA1336	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL1449	SPAB_01785	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL1449	SPC_2209	SALPC	Salmonella paratyphi C (strain RKS4594)
SL1449	SSPA1241	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL1449	SeSA_A1624	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL1449	STM14_1837	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL1449	STM474_1530	SALT4	Salmonella typhimurium (strain 4/74)
SL1449	STM_MW15191	SALTD	Salmonella typhimurium (strain D23580)
SL1449	STY1541	SALTI	Salmonella typhi
SL1449	SL1344_1449	SALTS	Salmonella typhimurium (strain SL1344)
SL1449	marA	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL1450	SeAg_B1650	SALA4	Salmonella agona (strain SL483)
SL1450	SARI_01457	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL1450	SBG_1346	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL1450	SC1538	SALCH	Salmonella choleraesuis (strain SC-B67)
SL1450	SeD_A1815	SALDC	Salmonella dublin (strain CT_02021853)
SL1450	SEN1531	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL1450	SG1599	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL1450	SeHA_C1692	SALHS	Salmonella heidelberg (strain SL476)
SL1450	SNSL254_A1633	SALNS	Salmonella newport (strain SL254)
SL1450	SPA1335	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL1450	SPAB_01784	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL1450	SPC_2208	SALPC	Salmonella paratyphi C (strain RKS4594)
SL1450	SSPA1240	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL1450	SeSA_A1625	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL1450	STM14_1838	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL1450	STM474_1531	SALT4	Salmonella typhimurium (strain 4/74)
SL1450	STM_MW15201	SALTD	Salmonella typhimurium (strain D23580)
SL1450	STY1540	SALTI	Salmonella typhi
SL1450	SL1344_1450	SALTS	Salmonella typhimurium (strain SL1344)
SL1450	marR	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL1859	SeAg_B1197	SALA4	Salmonella agona (strain SL483)
SL1859	SARI_01016	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL1859	SBG_1760	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL1859	SC1931	SALCH	Salmonella choleraesuis (strain SC-B67)
SL1859	SeD_A1320	SALDC	Salmonella dublin (strain CT_02021853)
SL1859	SEN1079	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL1859	SG1127	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL1859	SeHA_C2140	SALHS	Salmonella heidelberg (strain SL476)
SL1859	SNSL254_A2085	SALNS	Salmonella newport (strain SL254)
SL1859	SPA0944	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL1859	SPAB_01235	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL1859	SPC_1788	SALPC	Salmonella paratyphi C (strain RKS4594)
SL1859	SSPA0879	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL1859	SeSA_A2080	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL1859	STM14_2340	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL1859	STM474_1957	SALT4	Salmonella typhimurium (strain 4/74)
SL1859	STM_MW19071	SALTD	Salmonella typhimurium (strain D23580)
SL1859	STY2133	SALTI	Salmonella typhi
SL1859	SL1344_1859	SALTS	Salmonella typhimurium (strain SL1344)
SL1859	flhC	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL1860	SeAg_B1196	SALA4	Salmonella agona (strain SL483)
SL1860	SARI_01015	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL1860	SBG_1761	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL1860	SC1932	SALCH	Salmonella choleraesuis (strain SC-B67)
SL1860	SeD_A1319	SALDC	Salmonella dublin (strain CT_02021853)
SL1860	SEN1078	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL1860	SG1126	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL1860	SeHA_C2141	SALHS	Salmonella heidelberg (strain SL476)
SL1860	SNSL254_A2086	SALNS	Salmonella newport (strain SL254)
SL1860	SPA0943	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL1860	SPAB_01234	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL1860	SPC_1787	SALPC	Salmonella paratyphi C (strain RKS4594)
SL1860	SSPA0878	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL1860	SeSA_A2081	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL1860	STM14_2341	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL1860	STM474_1958	SALT4	Salmonella typhimurium (strain 4/74)
SL1860	STM_MW19081	SALTD	Salmonella typhimurium (strain D23580)
SL1860	STY2134	SALTI	Salmonella typhi
SL1860	SL1344_1860	SALTS	Salmonella typhimurium (strain SL1344)
SL1860	flhD	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL4201	SeAg_B4524	SALA4	Salmonella agona (strain SL483)
SL4201	SARI_03412	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL4201	SBG_3709	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL4201	SC4144	SALCH	Salmonella choleraesuis (strain SC-B67)
SL4201	SeD_A4660	SALDC	Salmonella dublin (strain CT_02021853)
SL4201	SEN4035	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL4201	SG4109	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL4201	SeHA_C4609	SALHS	Salmonella heidelberg (strain SL476)
SL4201	SNSL254_A4610	SALNS	Salmonella newport (strain SL254)
SL4201	SPA4081	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL4201	SPAB_05256	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL4201	SPC_4329	SALPC	Salmonella paratyphi C (strain RKS4594)
SL4201	SSPA3790	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL4201	SeSA_A4516	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL4201	STM14_5127	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL4201	STM474_4460	SALT4	Salmonella typhimurium (strain 4/74)
SL4201	STM_MW42161	SALTD	Salmonella typhimurium (strain D23580)
SL4201	STY4463	SALTI	Salmonella typhi
SL4201	SL1344_4201	SALTS	Salmonella typhimurium (strain SL1344)
SL4201	soxS	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL4202	SeAg_B4525	SALA4	Salmonella agona (strain SL483)
SL4202	SARI_03411	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL4202	SBG_3710	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL4202	SC4145	SALCH	Salmonella choleraesuis (strain SC-B67)
SL4202	SeD_A4661	SALDC	Salmonella dublin (strain CT_02021853)
SL4202	SEN4036	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL4202	SG4110	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL4202	SeHA_C4610	SALHS	Salmonella heidelberg (strain SL476)
SL4202	SNSL254_A4611	SALNS	Salmonella newport (strain SL254)
SL4202	SPA4082	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL4202	SPAB_05257	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL4202	SPC_4330	SALPC	Salmonella paratyphi C (strain RKS4594)
SL4202	SSPA3791	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL4202	SeSA_A4517	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL4202	STM14_5128	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL4202	STM474_4461	SALT4	Salmonella typhimurium (strain 4/74)
SL4202	STM_MW42171	SALTD	Salmonella typhimurium (strain D23580)
SL4202	STY4464	SALTI	Salmonella typhi
SL4202	SL1344_4202	SALTS	Salmonella typhimurium (strain SL1344)
SL4202	soxR	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL2101	SeAg_B2252	SALA4	Salmonella agona (strain SL483)
SL2101	SARI_00770	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL2101	SBG_1943	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL2101	SC2127	SALCH	Salmonella choleraesuis (strain SC-B67)
SL2101	SeD_A2467	SALDC	Salmonella dublin (strain CT_02021853)
SL2101	SEN2120	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL2101	SG2156	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL2101	SeHA_C2352	SALHS	Salmonella heidelberg (strain SL476)
SL2101	SNSL254_A2308	SALNS	Salmonella newport (strain SL254)
SL2101	SPA0742	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL2101	SPAB_00902	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL2101	SPC_1595	SALPC	Salmonella paratyphi C (strain RKS4594)
SL2101	SSPA0699	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL2101	SeSA_A2359	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL2101	STM14_2621	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL2101	STM474_2210	SALT4	Salmonella typhimurium (strain 4/74)
SL2101	STM_MW21561	SALTD	Salmonella typhimurium (strain D23580)
SL2101	STY2337	SALTI	Salmonella typhi
SL2101	SL1344_2101	SALTS	Salmonella typhimurium (strain SL1344)
SL2101	alkA	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL2234	SeAg_B2400	SALA4	Salmonella agona (strain SL483)
SL2234	SARI_00625	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL2234	SBG_2062	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL2234	SC2268	SALCH	Salmonella choleraesuis (strain SC-B67)
SL2234	SeD_A2607	SALDC	Salmonella dublin (strain CT_02021853)
SL2234	SEN2247	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL2234	SG2292	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL2234	SeHA_C2504	SALHS	Salmonella heidelberg (strain SL476)
SL2234	SNSL254_A2448	SALNS	Salmonella newport (strain SL254)
SL2234	SPA0600	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL2234	SPAB_00726	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL2234	SSPA0564	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL2234	SeSA_A2490	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL2234	STM14_2794	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL2234	STM474_2361	SALT4	Salmonella typhimurium (strain 4/74)
SL2234	STM_MW22891	SALTD	Salmonella typhimurium (strain D23580)
SL2234	STY2490	SALTI	Salmonella typhi
SL2234	SL1344_2234	SALTS	Salmonella typhimurium (strain SL1344)
SL2234	alkB	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL2235	SeAg_B2401	SALA4	Salmonella agona (strain SL483)
SL2235	SARI_00624	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL2235	SBG_2063	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL2235	SC2269	SALCH	Salmonella choleraesuis (strain SC-B67)
SL2235	SeD_A2608	SALDC	Salmonella dublin (strain CT_02021853)
SL2235	SEN2248	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL2235	SG2293	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL2235	SeHA_C2505	SALHS	Salmonella heidelberg (strain SL476)
SL2235	SNSL254_A2449	SALNS	Salmonella newport (strain SL254)
SL2235	SPA0599	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL2235	SPAB_00725	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL2235	SPC_1446	SALPC	Salmonella paratyphi C (strain RKS4594)
SL2235	SSPA0563	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL2235	SeSA_A2491	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL2235	STM14_2795	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL2235	STM474_2362	SALT4	Salmonella typhimurium (strain 4/74)
SL2235	STM_MW22901	SALTD	Salmonella typhimurium (strain D23580)
SL2235	STY2491	SALTI	Salmonella typhi
SL2235	SL1344_2235	SALTS	Salmonella typhimurium (strain SL1344)
SL2235	ada	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL4310	SeAg_B4655	SALA4	Salmonella agona (strain SL483)
SL4310	SARI_03257	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL4310	SBG_3820	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL4310	SC4251	SALCH	Salmonella choleraesuis (strain SC-B67)
SL4310	SeD_A4774	SALDC	Salmonella dublin (strain CT_02021853)
SL4310	SEN4143	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL4310	SeHA_C4795	SALHS	Salmonella heidelberg (strain SL476)
SL4310	SNSL254_A4738	SALNS	Salmonella newport (strain SL254)
SL4310	SPA4194	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL4310	SPAB_05511	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL4310	SPC_4524	SALPC	Salmonella paratyphi C (strain RKS4594)
SL4310	SeSA_A4645	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL4310	STM14_5259	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL4310	STM474_4574	SALT4	Salmonella typhimurium (strain 4/74)
SL4310	STM_MW43211	SALTD	Salmonella typhimurium (strain D23580)
SL4310	STY4733	SALTI	Salmonella typhi
SL4310	SL1344_4310	SALTS	Salmonella typhimurium (strain SL1344)
SL4310	aidB	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL2328	SeAg_B2501	SALA4	Salmonella agona (strain SL483)
SL2328	SARI_00540	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL2328	SC2361	SALCH	Salmonella choleraesuis (strain SC-B67)
SL2328	SeD_A2710	SALDC	Salmonella dublin (strain CT_02021853)
SL2328	SEN2341	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL2328	SeHA_C2601	SALHS	Salmonella heidelberg (strain SL476)
SL2328	SNSL254_A2547	SALNS	Salmonella newport (strain SL254)
SL2328	SPA0505	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL2328	SPAB_00612	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL2328	SPC_1347	SALPC	Salmonella paratyphi C (strain RKS4594)
SL2328	SSPA0469	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL2328	SeSA_A2589	SALSV	Salmonella schwarzengrund (strain CVM19633)
SL2328	STM14_2906	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL2328	STM474_2457	SALT4	Salmonella typhimurium (strain 4/74)
SL2328	STM_MW23811	SALTD	Salmonella typhimurium (strain D23580)
SL2328	STY2589	SALTI	Salmonella typhi
SL2328	SL1344_2328	SALTS	Salmonella typhimurium (strain SL1344)
SL2328	STM2359	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL3302	SARI_04294	SALAR	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)
SL3302	SBG_2960	SALBC	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)
SL3302	SC3268	SALCH	Salmonella choleraesuis (strain SC-B67)
SL3302	SEN3163	SALEP	Salmonella enteritidis PT4 (strain P125109)
SL3302	SG3220	SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)
SL3302	SPA3198	SALPA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)
SL3302	SPAB_04152	SALPB	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)
SL3302	SPC_3400	SALPC	Salmonella paratyphi C (strain RKS4594)
SL3302	SSPA2985	SALPK	Salmonella paratyphi A (strain AKU_12601)
SL3302	STM14_4020	SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)
SL3302	STM474_3490	SALT4	Salmonella typhimurium (strain 4/74)
SL3302	STM_MW33291	SALTD	Salmonella typhimurium (strain D23580)
SL3302	STY3510	SALTI	Salmonella typhi
SL3302	SL1344_3302	SALTS	Salmonella typhimurium (strain SL1344)
SL3302	gltB	SALTY	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
SL3303	SeAg_B3522	SALA4	Salmonella agona (strain SL483)
